isTest,sid,class,cluster0_ratio,cluster1_ratio,cluster2_ratio,cluster3_ratio,cluster4_ratio,cluster5_ratio
0,7,1.0,0.5882352941176471,0.0,0.0,0.4117647058823529,0.0,0.0
0,48,1.0,0.5686274509803921,0.0,0.0,0.4313725490196078,0.0,0.0
1,218,1.0,0.4901960784313725,0.0,0.0,0.5098039215686274,0.0,0.0
1,279,1.0,0.5490196078431373,0.0,0.0,0.4509803921568627,0.0,0.0
0,82,1.0,0.4901960784313725,0.0,0.0,0.5098039215686274,0.0,0.0
1,312,1.0,0.4705882352941176,0.0,0.0,0.5294117647058824,0.0,0.0
1,198,1.0,0.2941176470588235,0.0,0.0,0.7058823529411765,0.0,0.0
1,288,1.0,0.5294117647058824,0.0,0.0,0.4705882352941176,0.0,0.0
0,70,1.0,0.5686274509803921,0.0,0.0,0.4313725490196078,0.0,0.0
1,344,1.0,0.4509803921568627,0.0,0.0,0.5490196078431373,0.0,0.0
1,281,1.0,0.5882352941176471,0.0,0.0,0.4117647058823529,0.0,0.0
1,296,1.0,0.5686274509803921,0.0,0.0,0.4313725490196078,0.0,0.0
1,190,1.0,0.5098039215686274,0.0,0.0,0.4901960784313725,0.0,0.0
0,38,1.0,0.5490196078431373,0.0,0.0,0.4509803921568627,0.0,0.0
1,301,1.0,0.5490196078431373,0.0,0.0,0.4509803921568627,0.0,0.0
0,113,1.0,0.4901960784313725,0.0,0.0,0.5098039215686274,0.0,0.0
0,56,1.0,0.5686274509803921,0.0,0.0,0.4313725490196078,0.0,0.0
0,49,1.0,0.4705882352941176,0.0,0.0,0.5294117647058824,0.0,0.0
1,237,1.0,0.5882352941176471,0.0,0.0,0.4117647058823529,0.0,0.0
0,45,1.0,0.4901960784313725,0.0,0.0,0.5098039215686274,0.0,0.0
1,253,1.0,0.5490196078431373,0.0,0.0,0.4509803921568627,0.0,0.0
0,125,1.0,0.4509803921568627,0.0,0.0,0.5490196078431373,0.0,0.0
1,200,1.0,0.5294117647058824,0.0,0.0,0.4705882352941176,0.0,0.0
1,347,1.0,0.6274509803921569,0.0,0.0,0.3725490196078431,0.0,0.0
0,143,1.0,0.5294117647058824,0.0,0.0,0.4705882352941176,0.0,0.0
1,327,1.0,0.4901960784313725,0.0,0.0,0.5098039215686274,0.0,0.0
0,95,1.0,0.5686274509803921,0.0,0.0,0.4313725490196078,0.0,0.0
0,155,1.0,0.6078431372549019,0.0,0.0,0.392156862745098,0.0,0.0
0,58,1.0,0.4705882352941176,0.0,0.0,0.5294117647058824,0.0,0.0
1,184,1.0,0.4509803921568627,0.0,0.0,0.5490196078431373,0.0,0.0
0,145,1.0,0.4705882352941176,0.0,0.0,0.5294117647058824,0.0,0.0
0,104,1.0,0.5686274509803921,0.0,0.0,0.4313725490196078,0.0,0.0
0,142,1.0,0.6274509803921569,0.0,0.0,0.3725490196078431,0.0,0.0
1,313,1.0,0.5490196078431373,0.0,0.0,0.4509803921568627,0.0,0.0
0,68,1.0,0.4509803921568627,0.0,0.0,0.5490196078431373,0.0,0.0
1,196,1.0,0.6078431372549019,0.0,0.0,0.392156862745098,0.0,0.0
1,310,1.0,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,0.0
1,238,1.0,0.5294117647058824,0.0,0.0,0.4705882352941176,0.0,0.0
1,225,1.0,0.4901960784313725,0.0,0.0,0.5098039215686274,0.0,0.0
0,178,1.0,0.6470588235294118,0.0,0.0,0.3529411764705882,0.0,0.0
1,261,1.0,0.4901960784313725,0.0,0.0,0.5098039215686274,0.0,0.0
0,12,1.0,0.5490196078431373,0.0,0.0,0.4509803921568627,0.0,0.0
0,131,1.0,0.5882352941176471,0.0,0.0,0.4117647058823529,0.0,0.0
0,25,1.0,0.803921568627451,0.0,0.0,0.196078431372549,0.0,0.0
1,285,1.0,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,0.0
1,235,1.0,0.4705882352941176,0.0,0.0,0.5294117647058824,0.0,0.0
1,208,1.0,0.5294117647058824,0.0,0.0,0.4705882352941176,0.0,0.0
0,141,1.0,0.6078431372549019,0.0,0.0,0.392156862745098,0.0,0.0
0,10,2.0,0.6078431372549019,0.0,0.0,0.392156862745098,0.0,0.0
0,55,2.0,0.6078431372549019,0.0,0.0,0.392156862745098,0.0,0.0
1,236,2.0,0.6078431372549019,0.0,0.0,0.392156862745098,0.0,0.0
1,292,2.0,0.5490196078431373,0.0,0.0,0.4509803921568627,0.0,0.0
0,86,2.0,0.4117647058823529,0.0,0.0,0.5882352941176471,0.0,0.0
1,325,2.0,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,0.0
1,207,2.0,0.6274509803921569,0.0,0.0,0.3725490196078431,0.0,0.0
1,300,2.0,0.6274509803921569,0.0,0.0,0.3725490196078431,0.0,0.0
0,85,2.0,0.6470588235294118,0.0,0.0,0.3529411764705882,0.0,0.0
1,345,2.0,0.6274509803921569,0.0,0.0,0.3725490196078431,0.0,0.0
1,293,2.0,0.6078431372549019,0.0,0.0,0.392156862745098,0.0,0.0
1,314,2.0,0.6862745098039216,0.0,0.0,0.3137254901960784,0.0,0.0
1,195,2.0,0.5686274509803921,0.0,0.0,0.4313725490196078,0.0,0.0
0,19,2.0,0.5882352941176471,0.0,0.0,0.4117647058823529,0.0,0.0
1,320,2.0,0.7254901960784313,0.0,0.0,0.2745098039215686,0.0,0.0
0,106,2.0,0.6274509803921569,0.0,0.0,0.3725490196078431,0.0,0.0
0,69,2.0,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,0.0
0,59,2.0,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,0.0
1,247,2.0,0.4313725490196078,0.0,0.0,0.5686274509803921,0.0,0.0
0,47,2.0,0.5686274509803921,0.0,0.0,0.4313725490196078,0.0,0.0
1,265,2.0,0.5882352941176471,0.0,0.0,0.4117647058823529,0.0,0.0
0,127,2.0,0.5686274509803921,0.0,0.0,0.4313725490196078,0.0,0.0
1,209,2.0,0.5294117647058824,0.0,0.0,0.4705882352941176,0.0,0.0
1,351,2.0,0.6274509803921569,0.0,0.0,0.3725490196078431,0.0,0.0
0,159,2.0,0.5490196078431373,0.0,0.0,0.4509803921568627,0.0,0.0
1,340,2.0,0.5686274509803921,0.0,0.0,0.4313725490196078,0.0,0.0
0,103,2.0,0.6862745098039216,0.0,0.0,0.3137254901960784,0.0,0.0
0,168,2.0,0.5490196078431373,0.0,0.0,0.4509803921568627,0.0,0.0
0,76,2.0,0.6078431372549019,0.0,0.0,0.392156862745098,0.0,0.0
1,187,2.0,0.6862745098039216,0.0,0.0,0.3137254901960784,0.0,0.0
0,163,2.0,0.6078431372549019,0.0,0.0,0.392156862745098,0.0,0.0
0,105,2.0,0.5882352941176471,0.0,0.0,0.4117647058823529,0.0,0.0
0,157,2.0,0.5490196078431373,0.0,0.0,0.4509803921568627,0.0,0.0
1,331,2.0,0.6274509803921569,0.0,0.0,0.3725490196078431,0.0,0.0
0,83,2.0,0.6470588235294118,0.0,0.0,0.3529411764705882,0.0,0.0
1,205,2.0,0.4313725490196078,0.0,0.0,0.5686274509803921,0.0,0.0
1,321,2.0,0.6274509803921569,0.0,0.0,0.3725490196078431,0.0,0.0
1,250,2.0,0.5490196078431373,0.0,0.0,0.4509803921568627,0.0,0.0
1,240,2.0,0.5686274509803921,0.0,0.0,0.4313725490196078,0.0,0.0
0,174,2.0,0.5490196078431373,0.0,0.0,0.4509803921568627,0.0,0.0
1,277,2.0,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,0.0
0,16,2.0,0.5490196078431373,0.0,0.0,0.4509803921568627,0.0,0.0
0,140,2.0,0.5882352941176471,0.0,0.0,0.4117647058823529,0.0,0.0
0,18,2.0,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,0.0
1,295,2.0,0.5882352941176471,0.0,0.0,0.4117647058823529,0.0,0.0
1,246,2.0,0.5882352941176471,0.0,0.0,0.4117647058823529,0.0,0.0
1,223,2.0,0.6862745098039216,0.0,0.0,0.3137254901960784,0.0,0.0
0,156,2.0,0.6470588235294118,0.0,0.0,0.3529411764705882,0.0,0.0
0,2,3.0,0.6470588235294118,0.0,0.0,0.3529411764705882,0.0,0.0
0,17,3.0,0.5882352941176471,0.0,0.0,0.4117647058823529,0.0,0.0
1,211,3.0,0.6274509803921569,0.0,0.0,0.3725490196078431,0.0,0.0
1,260,3.0,0.5098039215686274,0.0,0.0,0.4901960784313725,0.0,0.0
0,54,3.0,0.5490196078431373,0.0,0.0,0.4509803921568627,0.0,0.0
