isTest,sid,class,cluster0_ratio,cluster1_ratio,cluster2_ratio,cluster3_ratio,cluster4_ratio,cluster5_ratio
0,1,4.0,0.4117647058823529,0.0,0.11764705882352941,0.0196078431372549,0.21568627450980393,0.23529411764705882
0,2,3.0,0.6470588235294118,0.0,0.0,0.35294117647058826,0.0,0.0
0,3,3.0,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,0.0
0,4,4.0,0.37254901960784315,0.1568627450980392,0.17647058823529413,0.0,0.17647058823529413,0.11764705882352941
0,5,3.0,0.6078431372549019,0.0,0.0,0.39215686274509803,0.0,0.0
0,6,5.0,0.45098039215686275,0.23529411764705882,0.058823529411764705,0.0,0.23529411764705882,0.0196078431372549
0,7,1.0,0.5882352941176471,0.0,0.0,0.4117647058823529,0.0,0.0
0,8,6.0,0.6470588235294118,0.0,0.09803921568627451,0.0,0.2549019607843137,0.0
0,9,3.0,0.6078431372549019,0.0,0.0,0.39215686274509803,0.0,0.0
0,10,2.0,0.6078431372549019,0.0,0.0,0.39215686274509803,0.0,0.0
0,11,6.0,0.5294117647058824,0.0,0.21568627450980393,0.0,0.2549019607843137,0.0
0,12,1.0,0.5490196078431373,0.0,0.0,0.45098039215686275,0.0,0.0
0,13,4.0,0.29411764705882354,0.0,0.3137254901960784,0.0,0.21568627450980393,0.17647058823529413
0,14,6.0,0.49019607843137253,0.0,0.23529411764705882,0.0,0.27450980392156865,0.0
0,15,3.0,0.5882352941176471,0.0,0.0,0.4117647058823529,0.0,0.0
0,16,2.0,0.5490196078431373,0.0,0.0,0.45098039215686275,0.0,0.0
0,17,3.0,0.5882352941176471,0.0,0.0,0.4117647058823529,0.0,0.0
0,18,2.0,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,0.0
0,19,2.0,0.5882352941176471,0.0,0.0,0.4117647058823529,0.0,0.0
0,20,6.0,0.6078431372549019,0.0,0.11764705882352941,0.0,0.27450980392156865,0.0
0,21,4.0,0.3137254901960784,0.0,0.058823529411764705,0.0,0.29411764705882354,0.3333333333333333
0,22,3.0,0.6078431372549019,0.0,0.0,0.39215686274509803,0.0,0.0
0,23,5.0,0.37254901960784315,0.17647058823529413,0.21568627450980393,0.0,0.17647058823529413,0.058823529411764705
0,24,4.0,0.39215686274509803,0.19607843137254902,0.23529411764705882,0.0,0.17647058823529413,0.0
0,25,1.0,0.803921568627451,0.0,0.0,0.19607843137254902,0.0,0.0
0,26,6.0,0.6470588235294118,0.0,0.09803921568627451,0.0,0.2549019607843137,0.0
0,27,3.0,0.4117647058823529,0.0,0.0,0.5882352941176471,0.0,0.0
0,28,5.0,0.3333333333333333,0.0,0.0392156862745098,0.0,0.27450980392156865,0.35294117647058826
0,29,5.0,0.4117647058823529,0.3137254901960784,0.058823529411764705,0.0,0.21568627450980393,0.0
0,30,5.0,0.47058823529411764,0.19607843137254902,0.11764705882352941,0.0,0.21568627450980393,0.0
0,31,3.0,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,0.0
0,32,5.0,0.39215686274509803,0.3137254901960784,0.09803921568627451,0.0,0.19607843137254902,0.0
0,33,3.0,0.6274509803921569,0.0,0.0,0.37254901960784315,0.0,0.0
0,34,5.0,0.3333333333333333,0.0,0.058823529411764705,0.0196078431372549,0.3137254901960784,0.27450980392156865
0,35,4.0,0.3333333333333333,0.0,0.13725490196078433,0.0,0.19607843137254902,0.3333333333333333
0,36,5.0,0.5686274509803921,0.0,0.09803921568627451,0.0,0.13725490196078433,0.19607843137254902
0,37,3.0,0.5686274509803921,0.0,0.0,0.43137254901960786,0.0,0.0
0,38,1.0,0.5490196078431373,0.0,0.0,0.45098039215686275,0.0,0.0
0,39,4.0,0.6078431372549019,0.0,0.0784313725490196,0.0,0.13725490196078433,0.17647058823529413
0,40,6.0,0.6666666666666666,0.0,0.0392156862745098,0.0,0.29411764705882354,0.0
0,41,3.0,0.6470588235294118,0.0,0.0,0.35294117647058826,0.0,0.0
0,42,4.0,0.45098039215686275,0.21568627450980393,0.11764705882352941,0.0196078431372549,0.19607843137254902,0.0
0,43,4.0,0.5882352941176471,0.0,0.11764705882352941,0.0,0.13725490196078433,0.1568627450980392
0,44,6.0,0.6078431372549019,0.0,0.058823529411764705,0.0,0.3333333333333333,0.0
0,45,1.0,0.49019607843137253,0.0,0.0,0.5098039215686274,0.0,0.0
0,46,6.0,0.6666666666666666,0.0,0.0,0.0784313725490196,0.2549019607843137,0.0
0,47,2.0,0.5686274509803921,0.0,0.0,0.43137254901960786,0.0,0.0
0,48,1.0,0.5686274509803921,0.0,0.0,0.43137254901960786,0.0,0.0
0,49,1.0,0.47058823529411764,0.0,0.0,0.5294117647058824,0.0,0.0
0,50,6.0,0.5490196078431373,0.0,0.058823529411764705,0.0,0.39215686274509803,0.0
0,51,4.0,0.2549019607843137,0.11764705882352941,0.11764705882352941,0.0,0.29411764705882354,0.21568627450980393
0,52,1.0,0.47058823529411764,0.0,0.0,0.5294117647058824,0.0,0.0
0,53,3.0,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,0.0
0,54,3.0,0.5490196078431373,0.0,0.0,0.45098039215686275,0.0,0.0
0,55,2.0,0.6078431372549019,0.0,0.0,0.39215686274509803,0.0,0.0
0,56,1.0,0.5686274509803921,0.0,0.0,0.43137254901960786,0.0,0.0
0,57,5.0,0.47058823529411764,0.19607843137254902,0.0784313725490196,0.0,0.21568627450980393,0.0392156862745098
0,58,1.0,0.47058823529411764,0.0,0.0,0.5294117647058824,0.0,0.0
0,59,2.0,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,0.0
0,60,5.0,0.35294117647058826,0.27450980392156865,0.11764705882352941,0.0,0.2549019607843137,0.0
0,61,4.0,0.39215686274509803,0.0,0.13725490196078433,0.0,0.23529411764705882,0.23529411764705882
0,62,5.0,0.47058823529411764,0.09803921568627451,0.058823529411764705,0.0,0.19607843137254902,0.17647058823529413
