@relation speaker_channel_7

@attribute channel_7_0 numeric
@attribute channel_7_1 numeric
@attribute channel_7_2 numeric
@attribute channel_7_3 numeric
@attribute channel_7_4 numeric
@attribute channel_7_5 numeric
@attribute channel_7_6 numeric
@attribute channel_7_7 numeric
@attribute channel_7_8 numeric
@attribute channel_7_9 numeric
@attribute channel_7_10 numeric
@attribute channel_7_11 numeric
@attribute channel_7_12 numeric
@attribute channel_7_13 numeric
@attribute channel_7_14 numeric
@attribute channel_7_15 numeric
@attribute channel_7_16 numeric
@attribute channel_7_17 numeric
@attribute channel_7_18 numeric
@attribute channel_7_19 numeric
@attribute channel_7_20 numeric
@attribute channel_7_21 numeric
@attribute channel_7_22 numeric
@attribute channel_7_23 numeric
@attribute channel_7_24 numeric
@attribute channel_7_25 numeric
@attribute channel_7_26 numeric
@attribute channel_7_27 numeric
@attribute channel_7_28 numeric
@attribute class {1,2,3,4,5,6,7,8,9}

@data
0.025668,-0.027122,0.019013,-0.009643,-0.012571,-0.008826,-0.003117,-0.021189,-0.06923,-0.081175,-0.120635,-0.159574,-0.191542,-0.233165,-0.233576,-0.153779,-0.06115,-0.036123,-0.008747,0.020526,?,?,?,?,?,?,?,?,?,1
0.113175,0.178121,0.145073,0.138611,0.160095,0.178486,0.09242,0.01874,0.00926,0.017001,-0.034998,0.001121,-0.085458,-0.164929,-0.209978,-0.235745,-0.211565,-0.127571,-0.119485,-0.173372,-0.31031,-0.391098,-0.396988,-0.353358,-0.305328,-0.331181,?,?,?,1
-0.00083,-0.007899,0.066952,0.12444,0.104599,0.043862,0.010084,0.070316,0.134547,0.124482,0.058584,-0.013916,-0.108924,-0.163888,-0.116821,-0.168295,-0.18505,-0.18149,-0.171377,-0.181123,-0.146687,-0.122981,?,?,?,?,?,?,?,1
-0.012922,0.014265,0.024257,0.039318,0.032256,0.006522,0.030157,0.034234,0.035963,0.009218,-0.06849,-0.122305,-0.102574,-0.133379,-0.165928,-0.134829,-0.098065,-0.100748,-0.090629,-0.05633,?,?,?,?,?,?,?,?,?,1
0.255584,0.185427,0.123212,0.179394,0.131919,0.046133,0.049321,0.060178,0.065394,-0.049585,-0.148974,-0.186301,-0.227556,-0.171993,-0.209579,-0.278591,-0.239268,-0.183462,-0.159983,-0.113791,-0.113938,?,?,?,?,?,?,?,?,1
0.028536,0.029862,0.037607,0.009284,-0.011299,-0.029263,-0.005952,0.027416,-0.002384,-0.050771,-0.075182,-0.122166,-0.179669,-0.235385,-0.26156,-0.257594,-0.24272,-0.284728,-0.275013,-0.217475,-0.247117,-0.284529,-0.241366,?,?,?,?,?,?,1
0.285956,0.182553,0.103885,0.087083,0.048715,0.069107,-0.013074,-0.06831,-0.053703,-0.026014,-0.015083,-0.052517,-0.119058,-0.16332,-0.142528,-0.145906,-0.181743,-0.260621,-0.22562,-0.157173,-0.115329,-0.11013,?,?,?,?,?,?,?,1
0.307383,0.299955,0.336016,0.345373,0.29072,0.219321,0.146282,0.121427,0.047588,-0.00174,-0.009471,-0.021307,0.001494,0.021945,-0.006558,-0.010529,0.023528,-0.001447,?,?,?,?,?,?,?,?,?,?,?,1
0.267714,0.176537,0.102855,0.091736,0.112994,-0.00397,-0.141473,-0.138789,-0.116145,-0.109365,-0.150184,-0.20773,-0.156919,-0.079049,-0.039963,-0.034087,-0.011888,-0.014993,-0.037738,-0.030971,-0.065039,-0.068135,-0.0419,-0.062333,?,?,?,?,?,1
0.225939,0.252474,0.177159,0.060671,0.015237,-0.078896,-0.119116,-0.127615,-0.047721,-0.053411,-0.097149,-0.155854,-0.173904,-0.216962,-0.201633,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1
0.266063,0.286107,0.150919,0.217956,0.314414,0.27653,0.22069,0.157918,0.139205,0.096903,0.035137,-0.101801,-0.1352,-0.121725,-0.091153,-0.127937,-0.191522,-0.17057,-0.153551,-0.211338,-0.269103,-0.385489,-0.444286,?,?,?,?,?,?,1
0.010137,-0.052386,-0.058983,-0.049145,-0.031906,-0.042151,-0.154875,-0.25223,-0.403978,-0.456497,-0.366768,-0.371102,-0.383961,-0.343337,-0.271299,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1
0.423848,0.432324,0.385444,0.289466,0.222237,0.175678,0.097908,0.077924,0.050761,-0.139401,-0.148336,-0.052081,-0.042731,-0.06189,-0.093914,-0.05467,-0.019413,?,?,?,?,?,?,?,?,?,?,?,?,1
0.368622,0.376297,0.316656,0.329369,0.328989,0.283033,0.214039,0.149549,0.136691,0.090453,0.005822,0.013706,-0.001422,-0.040181,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1
-0.04772,-0.071612,-0.015973,0.023721,-0.004327,-0.118531,-0.211044,-0.351726,-0.420459,-0.423628,-0.452155,-0.420954,-0.383162,-0.285421,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1
0.168158,0.242711,0.272168,0.275488,0.205839,0.272779,0.277252,0.13368,0.009694,0.030743,-0.00287,-0.061952,-0.103734,-0.086977,-0.099275,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1
0.391923,0.398088,0.380823,0.281283,0.2332,0.172756,0.050346,-0.028148,-0.052608,-0.122268,-0.189323,-0.16858,-0.164173,-0.035267,0.014642,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1
0.07916,0.102404,0.077065,0.060941,-0.000538,0.07075,0.065243,0.018351,-0.054398,-0.15165,-0.288204,-0.304092,-0.314721,-0.226206,-0.232968,-0.201143,-0.190706,-0.262375,-0.240205,-0.276497,-0.271707,?,?,?,?,?,?,?,?,1
0.275351,0.272824,0.325436,0.307288,0.353185,0.315265,0.149636,0.026193,-0.037471,-0.018871,-0.041723,-0.152142,-0.248302,-0.243207,-0.232185,-0.224027,?,?,?,?,?,?,?,?,?,?,?,?,?,1
0.232774,0.239916,0.252849,0.219629,0.238005,0.173784,0.065817,0.050336,-0.002441,-0.057332,-0.09879,-0.121428,-0.134687,-0.073044,0.037663,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1
0.24314,0.23112,0.245201,0.181681,0.052599,-0.032882,-0.09487,-0.091112,-0.093459,-0.147757,-0.14176,-0.167914,-0.167305,-0.122701,-0.099908,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1
0.19965,0.08308,0.105128,0.052597,0.003845,-0.011997,-0.082356,-0.091503,-0.098312,-0.090508,-0.116351,-0.109132,-0.085282,-0.069051,-0.047374,-0.083611,-0.079384,-0.069892,-0.065887,?,?,?,?,?,?,?,?,?,?,1
0.252099,0.311664,0.26639,0.189813,0.121679,0.062887,0.056126,0.067011,0.092682,0.005436,-0.066962,-0.08939,-0.114297,-0.111243,-0.07369,-0.076206,-0.12624,-0.159148,-0.178858,-0.211751,-0.27119,-0.331514,?,?,?,?,?,?,?,1
-0.142007,-0.11171,-0.143472,-0.13264,-0.163659,-0.154306,-0.110442,-0.158421,-0.255093,-0.255627,-0.251368,-0.203719,-0.212216,-0.268684,-0.28303,-0.28924,-0.265803,-0.220422,-0.199824,-0.168739,?,?,?,?,?,?,?,?,?,1
0.203715,0.244361,0.201852,0.149977,0.174233,0.178071,0.13301,0.075446,0.018488,-0.010124,-0.048229,-0.071578,-0.036571,-0.053582,-0.13375,-0.135968,-0.119747,?,?,?,?,?,?,?,?,?,?,?,?,1
0.31831,0.312054,0.2238,0.204978,0.208402,0.151355,0.087761,-0.045634,-0.160745,-0.117345,-0.103555,-0.187024,-0.238661,-0.227243,-0.217334,-0.276462,-0.314674,?,?,?,?,?,?,?,?,?,?,?,?,1
0.383549,0.358355,0.364225,0.33026,0.273005,0.170013,0.08332,0.050717,0.080929,-0.038022,-0.234565,-0.252293,-0.282893,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1
