@relation speaker_channel_6

@attribute channel_6_0 numeric
@attribute channel_6_1 numeric
@attribute channel_6_2 numeric
@attribute channel_6_3 numeric
@attribute channel_6_4 numeric
@attribute channel_6_5 numeric
@attribute channel_6_6 numeric
@attribute channel_6_7 numeric
@attribute channel_6_8 numeric
@attribute channel_6_9 numeric
@attribute channel_6_10 numeric
@attribute channel_6_11 numeric
@attribute channel_6_12 numeric
@attribute channel_6_13 numeric
@attribute channel_6_14 numeric
@attribute channel_6_15 numeric
@attribute channel_6_16 numeric
@attribute channel_6_17 numeric
@attribute channel_6_18 numeric
@attribute channel_6_19 numeric
@attribute channel_6_20 numeric
@attribute channel_6_21 numeric
@attribute channel_6_22 numeric
@attribute channel_6_23 numeric
@attribute channel_6_24 numeric
@attribute channel_6_25 numeric
@attribute channel_6_26 numeric
@attribute channel_6_27 numeric
@attribute channel_6_28 numeric
@attribute class {1,2,3,4,5,6,7,8,9}

@data
-0.277557,-0.311997,-0.3833,-0.403318,-0.363134,-0.34194,-0.363866,-0.381399,-0.364642,-0.418227,-0.416792,-0.416692,-0.374873,-0.374477,-0.4003,-0.439398,-0.483034,-0.477584,-0.511918,-0.510697,?,?,?,?,?,?,?,?,?,1
-0.014826,-0.078036,-0.028479,-0.070016,-0.03463,-0.026315,-0.01546,0.069039,0.067056,-0.015961,-0.046723,-0.121802,-0.104452,-0.04708,0.035449,0.021967,-0.012821,-0.057186,-0.056077,-0.047219,-0.121158,-0.170755,-0.179147,-0.191649,-0.228647,-0.251754,?,?,?,1
-0.137429,-0.060423,-0.120849,-0.192924,-0.210818,-0.201333,-0.217033,-0.173189,-0.147213,-0.18626,-0.258664,-0.371083,-0.408978,-0.406025,-0.332076,-0.332177,-0.420622,-0.452417,-0.416084,-0.421479,-0.431996,-0.396788,?,?,?,?,?,?,?,1
0.173073,0.189754,0.176855,0.236434,0.275157,0.165807,0.085723,-0.002026,-0.108669,-0.160032,-0.225799,-0.301001,-0.331172,-0.372246,-0.418634,-0.410164,-0.410899,-0.399484,-0.363746,-0.395826,?,?,?,?,?,?,?,?,?,1
-0.21593,-0.195365,-0.189373,-0.258962,-0.209386,-0.100301,-0.032517,-0.169229,-0.228764,-0.204745,-0.245288,-0.297346,-0.23204,-0.170601,-0.181531,-0.210291,-0.27268,-0.391606,-0.455297,-0.447082,-0.387802,?,?,?,?,?,?,?,?,1
0.038262,0.129119,0.073069,0.077534,0.133114,0.057422,-0.077424,-0.237795,-0.302677,-0.234951,-0.199874,-0.189915,-0.222101,-0.244898,-0.241863,-0.239155,-0.267947,-0.292794,-0.283807,-0.293493,-0.28253,-0.238381,-0.304381,?,?,?,?,?,?,1
0.001086,0.080347,0.067623,-0.005106,-0.059307,-0.115554,-0.156536,-0.19479,-0.246278,-0.321675,-0.293701,-0.302722,-0.38327,-0.412308,-0.44236,-0.348885,-0.348527,-0.362509,-0.378706,-0.385054,-0.443278,-0.420706,?,?,?,?,?,?,?,1
-0.430485,-0.405613,-0.477349,-0.479756,-0.484052,-0.547638,-0.501121,-0.463432,-0.404311,-0.410133,-0.403271,-0.383705,-0.410656,-0.410941,-0.436847,-0.459499,-0.51408,-0.616608,?,?,?,?,?,?,?,?,?,?,?,1
-0.027017,-0.070047,-0.070798,-0.100512,-0.189122,-0.288386,-0.287593,-0.288897,-0.292923,-0.407321,-0.386008,-0.336907,-0.367764,-0.422259,-0.4317,-0.387385,-0.375534,-0.367178,-0.345487,-0.374699,-0.354638,-0.368117,-0.430649,-0.446628,?,?,?,?,?,1
-0.176563,-0.190746,-0.21518,-0.198622,-0.215156,-0.206548,-0.22007,-0.183639,-0.220784,-0.343844,-0.291186,-0.195809,-0.171174,-0.19212,-0.170452,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1
