@relation speaker_channel_11

@attribute channel_11_0 numeric
@attribute channel_11_1 numeric
@attribute channel_11_2 numeric
@attribute channel_11_3 numeric
@attribute channel_11_4 numeric
@attribute channel_11_5 numeric
@attribute channel_11_6 numeric
@attribute channel_11_7 numeric
@attribute channel_11_8 numeric
@attribute channel_11_9 numeric
@attribute channel_11_10 numeric
@attribute channel_11_11 numeric
@attribute channel_11_12 numeric
@attribute channel_11_13 numeric
@attribute channel_11_14 numeric
@attribute channel_11_15 numeric
@attribute channel_11_16 numeric
@attribute channel_11_17 numeric
@attribute channel_11_18 numeric
@attribute channel_11_19 numeric
@attribute channel_11_20 numeric
@attribute channel_11_21 numeric
@attribute channel_11_22 numeric
@attribute channel_11_23 numeric
@attribute channel_11_24 numeric
@attribute channel_11_25 numeric
@attribute channel_11_26 numeric
@attribute channel_11_27 numeric
@attribute channel_11_28 numeric
@attribute class {1,2,3,4,5,6,7,8,9}

@data
0.088728,0.093011,0.074638,0.098098,0.113899,0.101838,0.082056,0.080884,0.131928,0.102266,0.103529,0.141055,0.130722,0.091973,0.010373,-0.041047,-0.085436,-0.136857,-0.170498,-0.175986,?,?,?,?,?,?,?,?,?,1
0.099247,0.099183,0.113546,0.065927,0.09364,0.06447,0.045003,0.052947,0.038727,0.089435,0.072476,0.011129,0.049713,0.082467,0.086401,0.202347,0.248909,0.154534,0.076777,0.075934,0.131027,0.127282,0.102709,0.119152,0.088565,0.054478,?,?,?,1
0.193254,0.202386,0.15667,0.146745,0.187322,0.190969,0.207889,0.248583,0.226654,0.172822,0.197983,0.230359,0.247765,0.200109,0.161445,0.184454,0.099264,0.06499,0.079769,0.066179,0.046339,-0.015915,?,?,?,?,?,?,?,1
0.146297,0.164537,0.168465,0.131102,0.073425,0.116918,0.165516,0.165831,0.16828,0.17891,0.139002,0.083612,0.030883,0.008776,-0.025393,-0.077927,-0.098507,-0.090556,-0.082822,-0.098007,?,?,?,?,?,?,?,?,?,1
0.156787,0.200715,0.232676,0.203395,0.271936,0.329654,0.251756,0.149243,0.042436,0.074583,0.08855,0.047008,0.061112,0.05563,0.084525,0.118787,0.087922,0.035291,0.008935,0.026577,0.021173,?,?,?,?,?,?,?,?,1
0.108192,0.080831,0.109325,0.162682,0.112799,0.12095,0.210394,0.235495,0.235927,0.265352,0.284451,0.223579,0.196374,0.152444,0.134224,0.081306,0.086699,0.108453,0.04699,0.028457,0.056626,0.075992,0.052609,?,?,?,?,?,?,1
0.122868,0.124165,0.15972,0.176425,0.169362,0.177393,0.208493,0.251723,0.271178,0.258802,0.220069,0.240106,0.231482,0.185592,0.152438,0.141763,0.113327,0.017963,-0.041842,-0.058649,-0.109648,-0.134627,?,?,?,?,?,?,?,1
-0.047986,-0.052114,-0.037075,-0.001209,0.034412,0.048987,0.086083,0.109736,0.142535,0.141845,0.113182,0.067328,0.056051,0.024961,-0.010386,0.017651,-0.016265,-0.010643,?,?,?,?,?,?,?,?,?,?,?,1
0.102423,0.19656,0.235453,0.25729,0.250057,0.213545,0.182918,0.194919,0.181009,0.077343,0.057007,0.062301,0.047032,0.035879,-0.016471,-0.052253,-0.087372,-0.107935,-0.111097,-0.120765,-0.141296,-0.1503,-0.144344,-0.13373,?,?,?,?,?,1
0.069714,0.021162,-0.009389,0.047944,0.112412,0.179044,0.18408,0.142535,0.0793,0.043125,0.026258,0.033958,0.026568,0.022251,0.034121,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1
0.064737,0.099495,0.146887,0.101259,0.039547,0.098491,0.141789,0.148048,0.162006,0.150682,0.141026,0.200807,0.163767,0.005791,0.015644,0.086209,0.073537,0.059884,0.065212,0.052374,0.057424,0.04397,0.038621,?,?,?,?,?,?,1
0.108569,0.141233,0.168804,0.131266,0.144529,0.19053,0.241843,0.260521,0.232154,0.143797,0.095339,0.078585,0.075689,0.087633,0.023707,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1
0.047961,0.027237,0.048031,0.110177,0.176791,0.167189,0.205124,0.186682,0.104525,0.119986,0.149372,0.025526,-0.006013,0.012181,-0.000068,-0.065942,-0.125248,?,?,?,?,?,?,?,?,?,?,?,?,1
0.017513,0.016802,0.072215,0.118111,0.141912,0.196732,0.229524,0.247534,0.224012,0.168525,0.142007,0.161323,0.109053,0.028734,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1
0.158405,0.194833,0.170861,0.21162,0.30113,0.335051,0.286742,0.319441,0.279468,0.227469,0.151809,0.092432,0.052156,0.021505,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1
0.112257,0.097888,0.109049,0.116389,0.064058,0.053937,0.018108,0.030802,0.101865,0.04703,-0.001591,0.01146,0.0407,0.017084,-0.005008,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1
0.099427,0.07993,0.078431,0.117501,0.070863,0.064776,0.172157,0.152167,0.076085,0.066338,0.059951,0.070725,0.081564,0.009165,-0.054855,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1
0.235328,0.199355,0.160647,0.163818,0.215198,0.226013,0.281428,0.271559,0.285666,0.220023,0.170023,0.20205,0.159526,0.120687,0.150453,0.068453,0.009944,0.032376,-0.005528,-0.035072,-0.01613,?,?,?,?,?,?,?,?,1
0.124753,0.118375,0.132213,0.194243,0.160991,0.136884,0.182205,0.200211,0.239672,0.245073,0.14965,0.13122,0.163704,0.151543,0.12826,0.081224,?,?,?,?,?,?,?,?,?,?,?,?,?,1
0.082329,0.112309,0.113723,0.171011,0.184223,0.219508,0.200252,0.128885,0.107189,0.110016,0.15971,0.177644,0.058634,0.009665,0.011441,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1
0.144191,0.116289,0.115108,0.073382,0.106167,0.175163,0.051885,-0.027507,0.000229,-0.017097,-0.069945,-0.069674,-0.063588,-0.113304,-0.150938,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1
0.044057,0.090279,0.058604,0.058394,0.054417,0.045524,0.068984,0.148,0.228186,0.217674,0.222384,0.216312,0.209703,0.228166,0.133254,0.088531,0.05962,0.024741,0.029089,?,?,?,?,?,?,?,?,?,?,1
0.175041,0.162092,0.169609,0.137781,0.144366,0.110563,0.167314,0.195018,0.216571,0.208979,0.178873,0.160877,0.180601,0.180087,0.171652,0.164659,0.162993,0.160221,0.154328,0.14924,0.10156,0.091554,?,?,?,?,?,?,?,1
