@relation speaker_channel_4

@attribute channel_4_0 numeric
@attribute channel_4_1 numeric
@attribute channel_4_2 numeric
@attribute channel_4_3 numeric
@attribute channel_4_4 numeric
@attribute channel_4_5 numeric
@attribute channel_4_6 numeric
@attribute channel_4_7 numeric
@attribute channel_4_8 numeric
@attribute channel_4_9 numeric
@attribute channel_4_10 numeric
@attribute channel_4_11 numeric
@attribute channel_4_12 numeric
@attribute channel_4_13 numeric
@attribute channel_4_14 numeric
@attribute channel_4_15 numeric
@attribute channel_4_16 numeric
@attribute channel_4_17 numeric
@attribute channel_4_18 numeric
@attribute channel_4_19 numeric
@attribute channel_4_20 numeric
@attribute channel_4_21 numeric
@attribute channel_4_22 numeric
@attribute channel_4_23 numeric
@attribute channel_4_24 numeric
@attribute channel_4_25 numeric
@attribute channel_4_26 numeric
@attribute channel_4_27 numeric
@attribute channel_4_28 numeric
@attribute class {1,2,3,4,5,6,7,8,9}

@data
-0.171253,-0.11289,-0.041053,-0.018608,-0.032012,-0.06867,-0.026278,-0.035292,-0.060406,0.031747,0.104782,0.165104,0.218288,0.226836,0.294219,0.361226,0.353618,0.35686,0.369712,0.391115,?,?,?,?,?,?,?,?,?,1
-0.236808,-0.119216,-0.053463,-0.103646,-0.178763,-0.242376,-0.158116,-0.018003,-0.04191,0.076403,0.165614,0.250247,0.28728,0.251401,0.198339,0.221404,0.279883,0.314603,0.288,0.24054,0.280104,0.323836,0.268061,0.250333,0.210833,0.229124,?,?,?,1
-0.362125,-0.356789,-0.477019,-0.369871,-0.286346,-0.333492,-0.22267,-0.193408,-0.209985,-0.163277,-0.091035,0.011769,0.122822,0.265651,0.34695,0.30789,0.31242,0.311237,0.312264,0.340265,0.370719,0.371818,?,?,?,?,?,?,?,1
-0.393053,-0.399601,-0.409837,-0.399821,-0.452153,-0.476936,-0.438259,-0.376289,-0.365579,-0.334159,-0.308894,-0.245206,-0.056339,0.003833,0.000518,0.018808,0.073847,0.138074,0.201766,0.217119,?,?,?,?,?,?,?,?,?,1
-0.311727,-0.259315,-0.200163,-0.134112,-0.114847,-0.06592,-0.058893,0.027851,0.07622,0.212092,0.256535,0.24253,0.216088,0.333275,0.304618,0.237954,0.252769,0.227253,0.235033,0.260423,0.276972,?,?,?,?,?,?,?,?,1
-0.291894,-0.347069,-0.493625,-0.433048,-0.360644,-0.36592,-0.341621,-0.231265,-0.164999,-0.127082,-0.125617,0.043878,0.192839,0.212895,0.187628,0.139891,0.11478,0.08998,0.133352,0.197516,0.181482,0.18009,0.230516,?,?,?,?,?,?,1
-0.063299,-0.097627,-0.079904,-0.03967,-0.039446,0.110219,0.159401,0.229075,0.28575,0.276729,0.293163,0.269481,0.318548,0.369611,0.414503,0.425557,0.419323,0.37489,0.360897,0.356354,0.338503,0.302502,?,?,?,?,?,?,?,1
-0.033735,-0.039698,0.040141,0.094683,0.167053,0.204824,0.208249,0.237207,0.249742,0.279953,0.283223,0.337778,0.361038,0.351258,0.366971,0.347019,0.323031,0.373614,?,?,?,?,?,?,?,?,?,?,?,1
-0.320116,-0.295546,-0.358038,-0.287451,-0.169211,-0.073217,0.036976,0.033747,0.096361,0.186466,0.250439,0.259054,0.286573,0.284864,0.298519,0.337037,0.372686,0.377461,0.377374,0.409123,0.400575,0.396288,0.425595,0.444602,?,?,?,?,?,1
0.032954,0.075221,0.044152,0.115107,0.207489,0.18437,0.182469,0.212608,0.303004,0.340012,0.440683,0.412939,0.452219,0.466918,0.455207,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1
