@relation speaker_channel_3

@attribute channel_3_0 numeric
@attribute channel_3_1 numeric
@attribute channel_3_2 numeric
@attribute channel_3_3 numeric
@attribute channel_3_4 numeric
@attribute channel_3_5 numeric
@attribute channel_3_6 numeric
@attribute channel_3_7 numeric
@attribute channel_3_8 numeric
@attribute channel_3_9 numeric
@attribute channel_3_10 numeric
@attribute channel_3_11 numeric
@attribute channel_3_12 numeric
@attribute channel_3_13 numeric
@attribute channel_3_14 numeric
@attribute channel_3_15 numeric
@attribute channel_3_16 numeric
@attribute channel_3_17 numeric
@attribute channel_3_18 numeric
@attribute channel_3_19 numeric
@attribute channel_3_20 numeric
@attribute channel_3_21 numeric
@attribute channel_3_22 numeric
@attribute channel_3_23 numeric
@attribute channel_3_24 numeric
@attribute channel_3_25 numeric
@attribute channel_3_26 numeric
@attribute channel_3_27 numeric
@attribute channel_3_28 numeric
@attribute class {1,2,3,4,5,6,7,8,9}

@data
-0.214562,-0.249118,-0.291458,-0.228186,-0.236377,-0.23197,-0.223842,-0.154519,-0.115949,-0.083292,-0.028036,0.019166,0.026418,0.095565,0.167288,0.156674,0.175791,0.186745,0.211003,0.263384,?,?,?,?,?,?,?,?,?,1
-0.271474,-0.355112,-0.347913,-0.391073,-0.283639,-0.197519,-0.241347,-0.183851,0.015034,-0.046982,0.061063,0.048809,-0.058031,-0.087405,-0.012749,0.048824,0.043964,-0.02978,0.003514,0.050611,-0.069075,0.032485,0.222107,0.283197,0.385506,0.470417,?,?,?,1
-0.374302,-0.327562,-0.310586,-0.433672,-0.35244,-0.131567,-0.212909,-0.246235,-0.259862,-0.281048,-0.153762,-0.104984,0.069152,0.002923,0.044792,0.141639,0.152304,0.242781,0.29608,0.264737,0.225236,0.269021,?,?,?,?,?,?,?,1
-0.010878,-0.055125,-0.151549,-0.127365,-0.008643,-0.06588,-0.182647,-0.228218,-0.157712,-0.090257,-0.044239,0.038173,0.013667,0.012034,-0.023985,-0.018181,0.061409,0.083326,0.200096,0.144356,?,?,?,?,?,?,?,?,?,1
-0.371666,-0.455499,-0.447638,-0.476356,-0.490972,-0.391096,-0.169021,-0.119184,-0.039058,-0.047114,-0.106823,-0.010016,0.148994,0.269891,0.308054,0.256406,0.238131,0.224269,0.226486,0.280537,0.332128,?,?,?,?,?,?,?,?,1
-0.122314,-0.126525,-0.161172,-0.334035,-0.491682,-0.320261,-0.149472,-0.163969,-0.178078,-0.150181,0.032872,0.081496,0.1677,0.185089,0.112653,0.301073,0.271679,0.262553,0.38173,0.389244,0.399884,0.452585,0.389923,?,?,?,?,?,?,1
-0.558909,-0.524351,-0.571654,-0.499487,-0.572629,-0.595027,-0.452326,-0.363984,-0.282619,-0.338048,-0.279746,-0.164835,-0.126942,-0.063385,-0.047414,-0.069434,-0.056664,-0.028067,0.005092,0.025463,0.027477,0.122634,?,?,?,?,?,?,?,1
-0.756917,-0.663925,-0.715814,-0.709855,-0.691774,-0.589601,-0.431921,-0.424434,-0.37968,-0.343879,-0.274218,-0.239787,-0.284756,-0.163966,-0.06401,-0.02251,0.116505,0.03515,?,?,?,?,?,?,?,?,?,?,?,1
-0.202095,-0.276902,-0.268656,-0.257449,-0.263568,-0.134894,-0.121536,0.008104,0.063633,0.159165,0.203983,0.216088,0.177278,0.273916,0.330847,0.30461,0.258349,0.277886,0.299804,0.260245,0.291665,0.300585,0.238048,0.253824,?,?,?,?,?,1
-0.515847,-0.397811,-0.283737,-0.205342,-0.222245,-0.140776,0.119799,0.278826,0.270812,0.301184,0.327113,0.342675,0.351851,0.290211,0.35881,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1
-0.426212,-0.375558,-0.168661,-0.124899,-0.224507,-0.378778,-0.302881,-0.024583,-0.109167,-0.097451,-0.061555,-0.093796,-0.064997,-0.000168,0.192329,0.237303,0.19933,0.284657,0.329054,0.384381,0.425989,0.484207,0.551688,?,?,?,?,?,?,1
-0.253173,-0.258161,-0.32274,-0.33177,-0.363404,-0.366434,-0.268076,-0.193302,-0.009465,0.14695,0.327683,0.359372,0.364837,0.34453,0.349818,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1
-0.31196,-0.356143,-0.388427,-0.411951,-0.402846,-0.30613,-0.175824,-0.136031,-0.079745,0.040394,0.111857,0.178633,0.162857,0.138454,0.253473,0.310146,0.316284,?,?,?,?,?,?,?,?,?,?,?,?,1
-0.536469,-0.439735,-0.293697,-0.335663,-0.309866,-0.235486,-0.195737,-0.20373,-0.189601,-0.089892,-0.004112,-0.045285,0.027499,0.066469,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1
-0.146862,-0.159556,-0.095281,-0.132531,-0.278633,-0.232021,-0.176515,0.008217,0.142428,0.1298,0.148502,0.278504,0.300241,0.181007,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1
-0.310325,-0.377089,-0.424655,-0.438854,-0.54266,-0.429078,-0.236086,-0.257044,-0.291316,-0.273319,-0.221032,-0.12495,-0.043783,0.002861,0.123055,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1
-0.585551,-0.607688,-0.592914,-0.422037,-0.320158,-0.267094,-0.252764,-0.208832,-0.126332,0.033412,-0.000276,0.033438,0.182607,0.047188,-0.015287,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1
-0.231267,-0.255996,-0.234888,-0.17643,-0.084848,-0.242083,-0.280696,-0.179611,-0.255311,-0.243636,-0.161898,-0.037542,-0.004617,0.023376,0.122911,0.085081,0.096939,0.15628,0.104472,0.122145,0.174196,?,?,?,?,?,?,?,?,1
-0.539392,-0.564313,-0.485817,-0.394771,-0.462897,-0.437805,-0.358876,-0.256758,-0.16251,-0.17461,-0.159013,-0.081563,0.074703,0.105611,0.142749,0.126501,?,?,?,?,?,?,?,?,?,?,?,?,?,1
-0.38262,-0.449885,-0.568272,-0.537921,-0.471978,-0.393895,-0.26174,-0.294615,-0.200142,-0.079853,-0.142931,-0.035795,0.192233,0.247441,0.132326,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1
-0.280207,-0.205359,-0.138323,-0.069397,-0.082119,-0.061234,-0.012443,-0.013771,0.083772,0.165451,0.266059,0.3276,0.393265,0.341135,0.309014,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1
0.022197,-0.002178,0.037669,0.068958,0.059101,0.029,0.11663,0.027277,-0.046332,-0.145325,-0.149296,-0.124606,0.022535,-0.04839,-0.043529,0.120904,0.130473,0.265934,0.209641,?,?,?,?,?,?,?,?,?,?,1
-0.438605,-0.555282,-0.510661,-0.440751,-0.500181,-0.390812,-0.395904,-0.362048,-0.371992,-0.282094,-0.293655,-0.327324,-0.264613,-0.220493,-0.227823,-0.22144,-0.170065,-0.113362,-0.055738,0.025324,0.169821,0.285249,?,?,?,?,?,?,?,1
0.045165,0.028427,0.053616,0.075756,0.102184,0.072931,0.105714,0.065488,0.079361,0.143843,0.166957,0.00087,0.018139,0.05121,0.231483,0.218876,0.15709,0.141706,0.158179,0.150642,?,?,?,?,?,?,?,?,?,1
-0.435922,-0.432658,-0.366494,-0.179242,-0.276508,-0.317516,-0.261941,-0.269479,-0.337592,-0.245665,-0.14707,-0.127393,-0.073911,-0.023419,0.065933,0.060432,-0.063167,?,?,?,?,?,?,?,?,?,?,?,?,1
-0.430655,-0.459121,-0.431509,-0.392927,-0.3707,-0.418838,-0.279484,-0.118827,-0.152731,-0.208787,-0.187739,-0.105232,-0.050882,-0.029596,-0.000652,0.009971,-0.062261,?,?,?,?,?,?,?,?,?,?,?,?,1
-0.426374,-0.389226,-0.409362,-0.415826,-0.355695,-0.266573,-0.273071,-0.160381,-0.025334,0.05303,0.244024,0.262955,0.121117,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1
-0.64307,-0.48432,-0.526025,-0.615787,-0.604829,-0.493594,-0.307194,-0.313057,-0.219891,-0.18227,-0.182398,-0.122726,0.021302,0.021885,0.130178,0.160346,?,?,?,?,?,?,?,?,?,?,?,?,?,1
