@relation speaker_channel_8

@attribute channel_8_0 numeric
@attribute channel_8_1 numeric
@attribute channel_8_2 numeric
@attribute channel_8_3 numeric
@attribute channel_8_4 numeric
@attribute channel_8_5 numeric
@attribute channel_8_6 numeric
@attribute channel_8_7 numeric
@attribute channel_8_8 numeric
@attribute channel_8_9 numeric
@attribute channel_8_10 numeric
@attribute channel_8_11 numeric
@attribute channel_8_12 numeric
@attribute channel_8_13 numeric
@attribute channel_8_14 numeric
@attribute channel_8_15 numeric
@attribute channel_8_16 numeric
@attribute channel_8_17 numeric
@attribute channel_8_18 numeric
@attribute channel_8_19 numeric
@attribute channel_8_20 numeric
@attribute channel_8_21 numeric
@attribute channel_8_22 numeric
@attribute channel_8_23 numeric
@attribute channel_8_24 numeric
@attribute channel_8_25 numeric
@attribute channel_8_26 numeric
@attribute channel_8_27 numeric
@attribute channel_8_28 numeric
@attribute class {1,2,3,4,5,6,7,8,9}

@data
0.126701,0.171457,0.16951,0.164607,0.124298,0.085097,0.055479,0.020397,-0.019788,-0.022385,-0.056442,-0.078847,-0.103774,-0.064838,-0.067197,-0.144769,-0.196565,-0.218547,-0.203637,-0.217709,?,?,?,?,?,?,?,?,?,1
-0.05823,-0.10643,-0.159488,-0.125229,-0.098749,-0.12212,-0.203755,-0.180031,-0.163025,-0.232117,-0.210997,-0.280562,-0.320138,-0.350866,-0.387018,-0.321056,-0.302557,-0.380802,-0.359916,-0.269674,-0.14869,-0.098999,-0.0636,-0.044004,-0.014519,-0.007968,?,?,?,1
0.053888,0.041605,-0.023859,-0.041498,0.040954,0.073675,0.049756,-0.015199,-0.051157,-0.054817,-0.014116,-0.020054,-0.046027,-0.123137,-0.226604,-0.174656,-0.141055,-0.116275,-0.106756,-0.093458,-0.106379,-0.152855,?,?,?,?,?,?,?,1
-0.071948,-0.099093,-0.085188,-0.129377,-0.135727,-0.077765,-0.077588,-0.082042,-0.057307,-0.043002,-0.008632,0.014359,-0.097225,-0.12298,-0.109833,-0.178459,-0.207248,-0.244054,-0.279473,-0.283548,?,?,?,?,?,?,?,?,?,1
0.048732,0.076114,0.130086,0.077287,0.008094,-0.076248,-0.134548,-0.188224,-0.183333,-0.189937,-0.158393,-0.153023,-0.168355,-0.272781,-0.260218,-0.193769,-0.162374,-0.123246,-0.100619,-0.110484,-0.130651,?,?,?,?,?,?,?,?,1
-0.165629,-0.12089,-0.038292,-0.036945,-0.103233,-0.095248,-0.121362,-0.113438,-0.102691,-0.136983,-0.182564,-0.273674,-0.246067,-0.233182,-0.288767,-0.238636,-0.249445,-0.225541,-0.223317,-0.227767,-0.174886,-0.172752,-0.180656,?,?,?,?,?,?,1
-0.238774,-0.266852,-0.276118,-0.247359,-0.282594,-0.374232,-0.340212,-0.251026,-0.278733,-0.328668,-0.246913,-0.205106,-0.211241,-0.181777,-0.182088,-0.254205,-0.270824,-0.221138,-0.226413,-0.234492,-0.232085,-0.215093,?,?,?,?,?,?,?,1
0.000945,0.019627,-0.000313,-0.04262,-0.081371,-0.089845,-0.083805,-0.106065,-0.152123,-0.181685,-0.226521,-0.291419,-0.316842,-0.295964,-0.234806,-0.193043,-0.147556,-0.122072,?,?,?,?,?,?,?,?,?,?,?,1
0.051747,0.009498,-0.009672,0.000477,0.003736,0.035204,-0.041858,-0.099927,-0.137168,-0.129811,-0.185599,-0.206868,-0.2248,-0.198201,-0.178507,-0.230783,-0.265604,-0.285441,-0.304957,-0.301894,-0.296866,-0.273898,-0.244881,-0.208914,?,?,?,?,?,1
-0.120848,-0.149821,-0.114408,-0.167579,-0.154116,-0.176412,-0.233638,-0.271942,-0.301402,-0.257823,-0.270429,-0.300094,-0.319767,-0.275877,-0.259083,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1
-0.104472,-0.129475,-0.101748,-0.216796,-0.204533,-0.226676,-0.247244,-0.37698,-0.445621,-0.428354,-0.382929,-0.315215,-0.343617,-0.416442,-0.378037,-0.344188,-0.329011,-0.323349,-0.329441,-0.343411,-0.310263,-0.207016,-0.10689,?,?,?,?,?,?,1
0.083276,0.112706,0.075669,0.018432,-0.039511,-0.016295,-0.003311,-0.092747,-0.005774,0.014726,-0.040127,-0.057638,-0.031715,0.009328,-0.002447,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1
0.043656,0.008269,-0.019361,-0.03917,-0.029452,-0.014439,-0.000695,-0.091754,-0.19096,-0.261805,-0.235644,-0.268762,-0.256534,-0.20263,-0.161738,-0.200724,-0.238557,?,?,?,?,?,?,?,?,?,?,?,?,1
-0.110583,-0.160981,-0.152178,-0.193296,-0.246587,-0.204994,-0.235899,-0.254864,-0.236043,-0.255947,-0.2409,-0.253425,-0.257699,-0.28855,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1
-0.122438,-0.081193,-0.041817,-0.030337,-0.033625,-0.049382,-0.047506,0.003008,-0.007272,-0.011217,-0.018447,-0.053173,-0.078646,-0.075059,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1
